taster_name,taster_twitter_handle
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Anna Lee C. Iijima,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Anna Lee C. Iijima,
Virginie Boone,@vboone
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Anna Lee C. Iijima,
Virginie Boone,@vboone
Virginie Boone,@vboone
Joe Czerwinski,@JoeCz
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Paul Gregutt,@paulgwine 
Anna Lee C. Iijima,
Anna Lee C. Iijima,
Jim Gordon,@gordone_cellars
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Roger Voss,@vossroger
Alexander Peartree,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Virginie Boone,@vboone
Virginie Boone,@vboone
Virginie Boone,@vboone
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Alexander Peartree,
Alexander Peartree,
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Virginie Boone,@vboone
Michael Schachner,@wineschach
Roger Voss,@vossroger
Virginie Boone,@vboone
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Virginie Boone,@vboone
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Joe Czerwinski,@JoeCz
Virginie Boone,@vboone
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Joe Czerwinski,@JoeCz
Jim Gordon,@gordone_cellars
Paul Gregutt,@paulgwine 
Susan Kostrzewa,@suskostrzewa
,
Joe Czerwinski,@JoeCz
,
,
Roger Voss,@vossroger
,
,
,
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Lauren Buzzeo,@laurbuzz
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Anna Lee C. Iijima,
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Anna Lee C. Iijima,
,
Virginie Boone,@vboone
,
,
Michael Schachner,@wineschach
Anna Lee C. Iijima,
,
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
Anna Lee C. Iijima,
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Virginie Boone,@vboone
Michael Schachner,@wineschach
Roger Voss,@vossroger
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Anna Lee C. Iijima,
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Paul Gregutt,@paulgwine 
Joe Czerwinski,@JoeCz
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
,
,
Joe Czerwinski,@JoeCz
Kerin O’Keefe,@kerinokeefe
,
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Anna Lee C. Iijima,
,
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Jeff Jenssen,@worldwineguys
Paul Gregutt,@paulgwine 
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Anna Lee C. Iijima,
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Jeff Jenssen,@worldwineguys
Matt Kettmann,@mattkettmann
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Matt Kettmann,@mattkettmann
Paul Gregutt,@paulgwine 
Anna Lee C. Iijima,
Carrie Dykes,
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Mike DeSimone,@worldwineguys
,
Lauren Buzzeo,@laurbuzz
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
,
Anna Lee C. Iijima,
,
Roger Voss,@vossroger
Lauren Buzzeo,@laurbuzz
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
,
,
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Lauren Buzzeo,@laurbuzz
Roger Voss,@vossroger
Anna Lee C. Iijima,
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
,
,
,
,
Michael Schachner,@wineschach
,
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
,
,
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
,
,
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
Paul Gregutt,@paulgwine 
,
Paul Gregutt,@paulgwine 
,
,
Paul Gregutt,@paulgwine 
,
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
,
,
,
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
,
,
Roger Voss,@vossroger
,
,
Joe Czerwinski,@JoeCz
Lauren Buzzeo,@laurbuzz
Michael Schachner,@wineschach
Lauren Buzzeo,@laurbuzz
Lauren Buzzeo,@laurbuzz
Lauren Buzzeo,@laurbuzz
Joe Czerwinski,@JoeCz
Virginie Boone,@vboone
Roger Voss,@vossroger
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
,
,
Anna Lee C. Iijima,
Anna Lee C. Iijima,
,
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Lauren Buzzeo,@laurbuzz
Anne Krebiehl MW,@AnneInVino
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Susan Kostrzewa,@suskostrzewa
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Lauren Buzzeo,@laurbuzz
Anne Krebiehl MW,@AnneInVino
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Joe Czerwinski,@JoeCz
Sean P. Sullivan,@wawinereport
Anna Lee C. Iijima,
,
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
,
Roger Voss,@vossroger
,
,
,
,
Kerin O’Keefe,@kerinokeefe
,
,
Anna Lee C. Iijima,
Anna Lee C. Iijima,
Joe Czerwinski,@JoeCz
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
,
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Anne Krebiehl MW,@AnneInVino
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Anna Lee C. Iijima,
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Matt Kettmann,@mattkettmann
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Virginie Boone,@vboone
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
,
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
Kerin O’Keefe,@kerinokeefe
,
,
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
,
,
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
,
,
,
,
Joe Czerwinski,@JoeCz
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
,
,
,
,
,
,
Roger Voss,@vossroger
,
,
Paul Gregutt,@paulgwine 
,
,
,
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
,
,
Roger Voss,@vossroger
,
,
,
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
,
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
,
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Matt Kettmann,@mattkettmann
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
,
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Virginie Boone,@vboone
,
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
,
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
,
Lauren Buzzeo,@laurbuzz
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
,
,
Joe Czerwinski,@JoeCz
Paul Gregutt,@paulgwine 
,
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
,
,
,
,
,
,
,
Paul Gregutt,@paulgwine 
,
,
,
Michael Schachner,@wineschach
,
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Anna Lee C. Iijima,
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Jeff Jenssen,@worldwineguys
Paul Gregutt,@paulgwine 
Anna Lee C. Iijima,
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Lauren Buzzeo,@laurbuzz
Sean P. Sullivan,@wawinereport
Paul Gregutt,@paulgwine 
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Kerin O’Keefe,@kerinokeefe
Jeff Jenssen,@worldwineguys
,
,
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Lauren Buzzeo,@laurbuzz
Lauren Buzzeo,@laurbuzz
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Anna Lee C. Iijima,
Mike DeSimone,@worldwineguys
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Virginie Boone,@vboone
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Anna Lee C. Iijima,
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Anne Krebiehl MW,@AnneInVino
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Virginie Boone,@vboone
Roger Voss,@vossroger
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Virginie Boone,@vboone
Virginie Boone,@vboone
Virginie Boone,@vboone
Virginie Boone,@vboone
Michael Schachner,@wineschach
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Virginie Boone,@vboone
Virginie Boone,@vboone
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Anna Lee C. Iijima,
Anna Lee C. Iijima,
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Virginie Boone,@vboone
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Paul Gregutt,@paulgwine 
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Sean P. Sullivan,@wawinereport
Anna Lee C. Iijima,
Jim Gordon,@gordone_cellars
Alexander Peartree,
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Alexander Peartree,
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Anna Lee C. Iijima,
Anna Lee C. Iijima,
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Michael Schachner,@wineschach
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Lauren Buzzeo,@laurbuzz
Michael Schachner,@wineschach
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Anna Lee C. Iijima,
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Michael Schachner,@wineschach
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Anna Lee C. Iijima,
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Joe Czerwinski,@JoeCz
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Virginie Boone,@vboone
Roger Voss,@vossroger
Virginie Boone,@vboone
Michael Schachner,@wineschach
Virginie Boone,@vboone
Mike DeSimone,@worldwineguys
Sean P. Sullivan,@wawinereport
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Matt Kettmann,@mattkettmann
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Virginie Boone,@vboone
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Joe Czerwinski,@JoeCz
Anna Lee C. Iijima,
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Virginie Boone,@vboone
Virginie Boone,@vboone
Roger Voss,@vossroger
Virginie Boone,@vboone
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
,
,
,
Michael Schachner,@wineschach
,
Susan Kostrzewa,@suskostrzewa
Paul Gregutt,@paulgwine 
,
,
Paul Gregutt,@paulgwine 
,
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
Joe Czerwinski,@JoeCz
,
,
,
,
Michael Schachner,@wineschach
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
,
Michael Schachner,@wineschach
,
,
,
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
,
,
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Virginie Boone,@vboone
Michael Schachner,@wineschach
Virginie Boone,@vboone
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
Michael Schachner,@wineschach
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Roger Voss,@vossroger
Virginie Boone,@vboone
Anna Lee C. Iijima,
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
